Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END
317,14:14:57,2025-08-28,Manual gsw+F,LI-COR Default,,317,,,0.007296,2.922912,0.007278,0.412177,0.613664,0.604382,5.016673,4.403008,7.501891,7.6171,62.269405,0.441786,7.5,PSF-00232_20250828141457_e3e,0,0,0,55.956959,65.03093,0.139533,0.5,0.8,89.460251,1,13.6,13.39,31.01,32.87,32.87,80.56,156.9,143.3,8.6,1603,3.69,14:10:09,2025-08-28,0.23,1,0.001,0.001,0.015,-0.081,-0.408,17.756,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,64.148422,25,-0.65431,63.982128,64.093361,-0.111233,2.425256,2.433444,1.644586,0.896699,0.214977,0.022748,0.597058,1.443319,55.956959,0.000618,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141457_e3e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
318,14:15:25,2025-08-28,Manual gsw+F,LI-COR Default,,318,,,0.007412,2.923051,0.007393,0.444059,0.630525,0.620529,5.291741,4.661217,7.702449,7.82653,65.684921,0.441786,7.5,PSF-00232_20250828141525_5f9,0,0,0,62.281609,65.517784,0.049394,0.5,0.8,36.522133,1,13.88,13.66,31.12,33.83,33.83,80.56,156.9,-7.1,104.5,1849,3.69,14:10:09,2025-08-28,0.23,1,-0.006,-0.006,0.007,-0.07,-0.132,-0.189,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,65.517784,25,0.133311,65.629723,65.708809,-0.079086,2.425712,2.433928,1.644733,0.589374,0.213992,0.033306,0.598115,1.648124,62.281609,0.000612,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141525_5f9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
319,14:15:53,2025-08-28,Manual gsw+F,LI-COR Default,,319,,,-0.007367,2.923155,-0.007386,-0.418268,0.702455,0.711861,5.100645,4.39819,8.836083,8.719324,63.312492,0.441786,7.5,PSF-00232_20250828141553_32d,0,0,0,35.619019,26.899464,-0.324153,0.5,0.8,-225.626755,1,15.36,15.57,31.24,33.17,33.17,80.56,156.9,16.2,89.7,1740,3.689,14:10:09,2025-08-28,0.23,1,-0.003,-0.007,-0.008,3.297,-7.175,-8.472,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,25.879025,25,-0.484725,26.895046,26.204897,0.690149,2.428996,2.436501,1.644842,0.630532,0.213024,0.023585,0.599389,1.55776,35.619019,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141553_32d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
320,14:16:15,2025-08-28,Manual gsw+F,LI-COR Default,,320,,,0.001745,2.922997,0.001744,0.095248,0.721076,0.718934,4.965126,4.24405,8.923955,8.950541,61.63092,0.441786,7.5,PSF-00232_20250828141615_0bd,0,0,0,77.750084,93.26899,0.166389,0.5,0.8,97.426544,1,15.68,15.63,31.34,32.69,32.69,80.56,156.9,74.5,52.5,1464,3.688,14:10:09,2025-08-28,0.23,1,0,0.002,-0.008,-0.144,0.149,3.148,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,92.334511,25,-0.60942,92.712875,92.395744,0.317131,2.42909,2.437032,1.644675,0.742919,0.212149,0.016284,0.600103,1.327431,77.987549,0.000616,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141615_0bd,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
321,14:16:22,2025-08-28,Manual gsw+F,LI-COR Default,,321,,,0.032616,2.92343,0.032256,1.091012,0.700042,0.675511,3.356331,2.65629,8.385063,8.68956,41.661858,0.441786,7.5,PSF-00232_20250828141622_fb5,0,0,0,1.457691,1.540661,0.053853,0.5,0.8,39.557747,1,15.19,14.66,31.37,25.91,25.91,80.56,156.9,-9.5,106.1,1836,3.688,14:10:09,2025-08-28,0.23,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.540661,25,-0.014581,1.503468,1.519768,-0.0163,2.427423,2.436192,1.645133,0.585265,0.211883,-0.065718,0.600259,1.637995,1.483083,0.000606,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141622_fb5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
322,14:16:37,2025-08-28,Manual gsw+F,LI-COR Default,,322,,,0.010998,2.922855,0.010956,0.668048,0.668574,0.65354,5.395923,4.727349,8.112036,8.298644,66.976646,0.441786,7.5,PSF-00232_20250828141637_e0e,0,0,0,57.39534,35.601139,-0.612177,0.5,0.8,-377.507141,1,14.45,14.12,31.45,34.18,34.18,80.56,156.8,146.6,6.5,1542,3.688,14:10:09,2025-08-28,0.23,1,-0.001,-0.002,0,-22.034,-14.581,-6.218,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,35.601139,25,14.019384,46.209812,55.68964,-9.479828,2.426487,2.434893,1.644526,0.904625,0.211263,0.033687,0.60081,1.392306,57.39534,0.000632,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141637_e0e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
323,14:17:02,2025-08-28,Manual gsw+F,LI-COR Default,,323,,,0.008755,2.92367,0.008728,0.520384,0.711571,0.699875,5.334291,4.622719,8.687652,8.83284,66.215332,0.441786,7.5,PSF-00232_20250828141702_5f9,0,0,0,55.696964,62.58239,0.110022,0.5,0.8,64.065468,1,15.27,15.02,31.57,33.97,33.97,80.56,156.9,148.8,5.2,1456,3.685,14:10:09,2025-08-28,0.23,1,0.002,0.001,0.004,-0.083,-0.089,-0.218,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,62.149643,25,-0.303803,62.168598,62.147068,0.02153,2.428021,2.436308,1.645386,0.910118,0.21024,0.029533,0.601665,1.320683,55.696964,0.000601,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141702_5f9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
324,14:17:23,2025-08-28,Manual gsw+F,LI-COR Default,,324,,,0.007328,2.923257,0.007309,0.45204,0.643666,0.633495,5.436836,4.793171,7.865159,7.991427,67.501022,0.441786,7.5,PSF-00232_20250828141723_9e8,0,0,0,113.881943,122.149612,0.067685,0.5,0.8,41.362823,1,13.72,13.5,31.69,34.31,34.31,80.54,156.9,149.3,4.8,1528,3.687,14:10:09,2025-08-28,0.23,1,-0.002,0.001,0.008,-0.556,-4.174,-7.089,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,121.83094,25,-0.251204,121.766571,121.789658,-0.023087,2.425393,2.433603,1.64495,0.911323,0.209299,0.032452,0.602254,1.380731,113.881943,0.000606,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141723_9e8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
325,14:17:49,2025-08-28,Manual gsw+F,LI-COR Default,,325,,,0.000758,2.922696,0.000758,0.047748,0.603667,0.602591,5.489913,4.886246,7.479332,7.492682,68.140541,0.441786,7.5,PSF-00232_20250828141749_8a0,0,0,0,83.242889,87.878822,0.052754,0.5,0.8,39.780033,1,12.8,12.77,31.79,34.49,34.49,80.57,156.8,142.7,9,1885,3.686,14:10:09,2025-08-28,0.23,1,-0.001,-0.002,-0.003,-0.007,-0.039,0.384,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,87.878822,25,0.531429,88.492157,88.640312,-0.148155,2.424102,2.431959,1.644358,0.895163,0.208485,0.033439,0.602689,1.678687,83.242889,0.000602,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141749_8a0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
326,14:18:15,2025-08-28,Manual gsw+F,LI-COR Default,,326,,,0.003629,2.924191,0.003625,0.206605,0.60776,0.603112,5.038766,4.431006,7.486494,7.544188,62.546753,0.441786,7.5,PSF-00232_20250828141815_51e,0,0,0,64.132332,72.323578,0.113258,0.5,0.8,59.93515,1,12.81,12.71,31.88,32.95,32.95,80.56,157,145.9,7.1,1323,3.686,14:10:09,2025-08-28,0.23,1,-0.001,0.001,0.007,-0.742,-1.68,10.202,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,71.602821,25,-0.559995,71.340683,71.521156,-0.180473,2.423988,2.431979,1.645936,0.902834,0.207684,0.012837,0.603303,1.209996,64.132332,0.000611,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141815_51e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
327,14:18:32,2025-08-28,Manual gsw+F,LI-COR Default,,327,,,0.01054,2.922754,0.010502,0.574616,0.642831,0.629895,4.898909,4.256078,7.818907,7.979481,60.81031,0.441786,7.5,PSF-00232_20250828141832_fea,0,0,0,118.568298,136.913345,0.13399,0.5,0.8,90.715439,1,13.52,13.24,31.93,32.45,32.45,80.56,156.8,138.1,12,1693,3.686,14:10:09,2025-08-28,0.23,1,-0.001,0.003,0.007,-6.104,-15.065,-22.135,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,126.597763,25,-6.920365,124.366165,126.997093,-2.630928,2.424917,2.433221,1.64442,0.884016,0.207313,0.006032,0.60361,1.518121,118.568298,0.000616,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141832_fea,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
328,14:18:59,2025-08-28,Manual gsw+F,LI-COR Default,,328,,,0.00926,2.924421,0.009231,0.554047,0.672418,0.659966,5.327786,4.655369,8.192022,8.346586,66.132751,0.441786,7.5,PSF-00232_20250828141859_e69,0,0,0,79.105141,92.862007,0.148143,0.5,0.8,101.264786,1,14.06,13.8,32.02,33.95,33.95,80.56,157,152.6,2.8,1709,3.685,14:10:09,2025-08-28,0.23,1,0,-0.001,0,-1.143,1.361,2.478,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,92.862007,25,0.816188,94.414833,94.031532,0.383301,2.425881,2.434172,1.64618,0.91935,0.206539,0.02362,0.604124,1.531731,79.105141,0.000598,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141859_e69,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
329,14:19:23,2025-08-28,Manual gsw+F,LI-COR Default,,329,,,0.001051,2.922865,0.001051,0.065947,0.609069,0.607585,5.474078,4.865008,7.543417,7.561852,67.962975,0.441786,7.5,PSF-00232_20250828141923_ae7,0,0,0,106.192589,117.65921,0.097456,0.5,0.8,49.00256,1,12.67,12.64,32.12,34.44,34.44,80.54,156.8,147.9,5.7,1257,3.684,14:10:09,2025-08-28,0.23,1,-0.002,-0.002,0.006,0.234,0.62,56.399,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,117.65921,25,0.573145,118.315102,118.480476,-0.165375,2.423832,2.431702,1.644537,0.907931,0.205748,0.028573,0.60436,1.155028,106.192589,0.000608,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141923_ae7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
330,14:19:37,2025-08-28,Manual gsw+F,LI-COR Default,,330,,,0.0081,2.924117,0.008078,0.516633,0.619296,0.607676,5.572901,4.953605,7.544016,7.688273,69.184967,0.441786,7.5,PSF-00232_20250828141937_b41,0,0,0,80.277084,92.088142,0.128258,0.5,0.8,64.331894,1,12.83,12.59,32.19,34.76,34.76,80.55,157,77,50.9,1254,3.684,14:10:09,2025-08-28,0.23,1,-0.001,0.003,0.013,-0.268,-0.537,6.261,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,90.048195,25,-1.479114,89.517471,89.968704,-0.451233,2.423743,2.431986,1.645857,0.748101,0.205197,0.031825,0.604689,1.152454,80.277084,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141937_b41,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
331,14:20:07,2025-08-28,Manual gsw+F,LI-COR Default,,331,,,0.008032,2.923696,0.00801,0.502614,0.589142,0.577829,5.454025,4.864882,7.173505,7.313948,67.709389,0.441786,7.5,PSF-00232_20250828142007_4b8,0,0,0,114.494202,135.12645,0.152688,0.5,0.8,79.644882,1,12.12,11.88,32.32,34.37,34.37,80.55,156.9,153.2,2.4,1304,3.683,14:10:09,2025-08-28,0.23,1,-0.001,0,-0.002,-0.058,-0.787,3.574,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,133.450272,25,-1.134501,133.24678,133.500809,-0.254028,2.422484,2.430705,1.645412,0.920925,0.204168,0.025275,0.604964,1.194212,114.494202,0.000606,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142007_4b8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
332,14:20:38,2025-08-28,Manual gsw+F,LI-COR Default,,332,,,0.003551,2.923861,0.003546,0.224943,0.602048,0.596986,5.518332,4.916284,7.409992,7.472828,68.495399,0.441786,7.5,PSF-00232_20250828142038_3fa,0,0,0,85.251328,117.955238,0.277257,0.5,0.8,199.915497,1,12.3,12.19,32.44,34.58,34.58,80.57,157,148.3,5.5,1803,3.66,14:20:30,2025-08-28,0.19,1,-0.001,-0.001,0.004,-0.668,-1.733,-3.827,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,115.538475,25,-1.657768,115.181923,115.579811,-0.397888,2.423021,2.431094,1.645587,0.908782,0.20317,0.026394,0.605041,1.609861,85.149048,0.00062,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142038_3fa,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
333,14:21:09,2025-08-28,Manual gsw+F,LI-COR Default,,333,,,0.005406,2.92377,0.005396,0.353997,0.591394,0.583426,5.671084,5.07969,7.241908,7.340815,70.393593,0.441786,7.5,PSF-00232_20250828142109_f5c,0,0,0,76.049568,82.900909,0.082645,0.5,0.8,49.144432,1,11.98,11.82,32.58,35.07,35.07,80.56,157,150.2,4.3,1487,3.653,14:20:30,2025-08-28,0.19,1,0,0.001,0.006,1.459,1.822,5.142,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,82.552673,25,-0.226719,83.001137,82.576042,0.425095,2.422354,2.430527,1.645491,0.913546,0.202075,0.030957,0.605578,1.346416,76.049568,0.000605,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142109_f5c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
334,14:21:38,2025-08-28,Manual gsw+F,LI-COR Default,,334,,,0.000931,2.923421,0.000931,0.057655,0.626557,0.625259,5.430781,4.804224,7.760667,7.776773,67.406395,0.441786,7.5,PSF-00232_20250828142138_03b,0,0,0,63.000084,63.703537,0.011043,0.5,0.8,2.113271,1,12.61,12.58,32.71,34.29,34.29,80.57,156.9,134.4,14.3,478,3.681,14:20:30,2025-08-28,0.19,1,0,0.001,0.001,0.344,0.056,-2.802,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,63.703537,25,-0.241682,62.877773,63.357227,-0.479454,2.423684,2.431626,1.645123,0.875289,0.201064,0.019404,0.605768,0.505929,63.000084,0.000612,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142138_03b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
335,14:22:43,2025-08-28,Manual gsw+F,LI-COR Default,,335,,,0.004374,2.923849,0.004368,0.218641,0.697253,0.692339,4.597034,3.899782,8.594954,8.655957,57.069332,0.441786,7.5,PSF-00232_20250828142243_052,0,0,0,98.959206,261.912811,0.622167,0.5,0.8,59.633923,1,13.94,13.84,32.83,31.33,31.33,80.55,157,118.3,24.7,240,3.681,14:20:30,2025-08-28,0.19,1,0.001,0.005,0.007,1.398,2.934,-0.915,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,235.516907,25,-20.148954,222.871185,233.041199,-10.170013,2.425874,2.43396,1.645575,0.837699,0.200146,-0.019022,0.605337,0.306836,98.959206,0.000634,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142243_052,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
336,14:23:06,2025-08-28,Manual gsw+F,LI-COR Default,,336,,,0.015012,2.923874,0.014935,0.669379,0.593601,0.578538,4.098632,3.505031,7.182347,7.36935,50.88308,0.441786,7.5,PSF-00232_20250828142306_b63,0,0,0,105.759499,389.497192,0.728472,0.5,0.8,99.345917,1,11.89,11.58,32.79,29.33,29.33,80.55,157,153.9,2,341,3.68,14:20:30,2025-08-28,0.19,1,0.002,0.006,0.002,0.179,0.537,0.899,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,372.141479,25,-11.934478,372.227325,372.396179,-0.168854,2.421913,2.430335,1.645601,0.922598,0.200402,-0.042938,0.604626,0.391302,105.759499,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142306_b63,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
337,14:23:36,2025-08-28,Manual gsw+F,LI-COR Default,,337,,,0.008839,2.923427,0.008812,0.429683,0.632037,0.622369,4.436004,3.803967,7.726708,7.846734,55.072968,0.441786,7.5,PSF-00232_20250828142336_9d2,0,0,0,71.297409,268.325531,0.734288,0.5,0.8,58.556602,1,12.71,12.51,32.72,30.7,30.7,80.55,156.9,84.4,46.2,199,3.68,14:20:30,2025-08-28,0.19,1,0.003,0.003,0.003,-0.028,0.143,2.041,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,257.143738,25,-7.577849,255.975723,257.467163,-1.49144,2.423568,2.431808,1.645129,0.763502,0.200985,-0.025341,0.603768,0.273276,71.297409,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142336_9d2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
338,14:24:05,2025-08-28,Manual gsw+F,LI-COR Default,,338,,,0.014692,2.922266,0.014618,0.806607,0.596501,0.57833,4.889033,4.292532,7.18086,7.40648,60.704865,0.441786,7.5,PSF-00232_20250828142405_8fa,0,0,0,88.508965,231.592346,0.617824,0.5,0.8,389.648529,1,12.04,11.67,32.65,32.42,32.42,80.54,156.8,46.6,70.3,1577,3.679,14:20:30,2025-08-28,0.19,1,-0.003,-0.004,0.011,0.715,1.54,3.331,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,204.160095,25,-18.616335,204.292419,204.91684,-0.62442,2.42208,2.430619,1.643906,0.687341,0.201505,-0.003441,0.602834,1.421516,88.508965,0.000626,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142405_8fa,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
339,14:24:49,2025-08-28,Manual gsw+F,LI-COR Default,,339,,,0.005145,2.92326,0.005136,0.294941,0.583204,0.576564,5.047109,4.463904,7.158525,7.240973,62.664112,0.441786,7.5,PSF-00232_20250828142449_5f4,0,0,0,70.273521,121.649666,0.422329,0.5,0.8,225.921844,1,11.82,11.68,32.58,32.98,32.98,80.54,156.9,151.4,3.5,1337,3.644,14:20:30,2025-08-28,0.19,1,-0.002,-0.002,0.004,-0.882,1.408,1.604,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,118.332268,25,-2.496628,116.861343,118.072227,-1.210884,2.422103,2.430226,1.644953,0.916416,0.202055,0.004472,0.601814,1.221987,70.273521,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142449_5f4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
340,14:25:12,2025-08-28,Manual gsw+F,LI-COR Default,,340,,,-0.001025,2.923473,-0.001025,-0.057474,0.723288,0.72458,5.077574,4.354286,8.995934,8.979897,63.040016,0.441786,7.5,PSF-00232_20250828142512_19f,0,0,0,79.698441,178.961197,0.554661,0.5,0.8,385.95755,1,14.66,14.69,32.58,33.09,33.09,80.55,156.9,146.1,6.9,1740,3.677,14:20:30,2025-08-28,0.19,1,0,0,0.01,0.416,1.289,2.224,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,163.858292,25,-10.856204,160.274155,163.405243,-3.131088,2.427362,2.435243,1.645177,0.903507,0.202109,0.005898,0.602101,1.557333,79.698441,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142512_19f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
341,14:25:42,2025-08-28,Manual gsw+F,LI-COR Default,,341,,,0.006404,2.923947,0.00639,0.359194,0.652976,0.644902,5.019605,4.366629,8.009043,8.10931,62.338501,0.441786,7.5,PSF-00232_20250828142542_c77,0,0,0,102.609512,347.829987,0.705001,0.5,0.8,269.330048,1,13.24,13.07,32.58,32.89,32.89,80.52,157,154.1,1.8,955,3.677,14:20:30,2025-08-28,0.19,1,0,0,0.01,0.25,0.559,0.457,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,318.480499,25,-20.752934,312.184814,318.092926,-5.908112,2.42456,2.432752,1.645678,0.923213,0.202111,0.003344,0.602183,0.903284,102.609512,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142542_c77,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
342,14:26:10,2025-08-28,Manual gsw+F,LI-COR Default,,342,,,0.028471,2.922798,0.028197,1.521628,0.665844,0.631605,4.863437,4.197593,7.841301,8.266376,60.378983,0.441786,7.5,PSF-00232_20250828142610_eac,0,0,0,90.000626,267.751648,0.663865,0.5,0.8,352.543518,1,13.48,12.79,32.6,32.32,32.32,80.55,156.8,130.3,16.9,1328,3.676,14:20:30,2025-08-28,0.19,1,0,-0.002,0.014,1.068,2.416,5.972,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,247.571823,25,-13.951369,247.271423,247.760605,-0.489182,2.424064,2.433186,1.644466,0.865629,0.201972,-0.003858,0.601925,1.213866,90.000626,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828142610_eac,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
