sr,bed,row,col,unique_id,svc,li600,time,date,config_name,config_author,remark,observation,x8,x9,gsw,gbw,gtw,e_apparent,v_pcham,v_pref,v_pleaf,vp_dleaf,h2o_r,h2o_s,h2o_leaf,leaf_area,leaf_width,flash_id,fo,fm,fv_fm,fs,fm_2,phi_ps2,ps2_1,abs,etr,trans,rh_s,rh_r,tref,tmeas,tleaf,p_atm,flow,flow_s,leak_pct,qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,bla,blb,blc,bld,ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,p1_dur,p2_dur,p3_dur,p1_fmax,p2_ramp,p2_slp,p3_fmax,p3_pred,p3_delta_f,v_hum_a,v_hum_b,v_flow_in,v_flow_out,v_temp,v_irt,v_pres,v_par,v_f,i_led,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flow_in,z_flow_out,z_quantum,z_flr,flash_id_2,lci_ser_num,lcp_ser_num,lcf_ser_num,lcrh_ser_num,version,config_updated_at,x7,x8.x,x9.x,survey_notes,x8.y,x9.y,genotype,type.x,type.y,measurement_header_end
NA,G,13,D,1729,NA,320,12:26:31,2025-09-04,Manual gsw+F,LI-COR Default,NA,320,NA,NA,0.036145,2.921722,0.035703,0.952102,0.775389,0.754089,2.86367,2.088282,9.410962,9.676785,35.738361,0.441786,7.5,PSF-00177_20250904122631_5a1,0,0,0,76.982262,217.476364,0.64602,0.5,0.8,27.648365,1,21.85,21.25,26.85,23.26,23.26,80.13,156.7,155.1,1,107,3.91,12:26:03,2025-09-04,0.09,NA,-0.002,-0.001,0.019,-0.164,0.274,0.598,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,217.476364,25,14.281909,216.968887,238.070755,-21.101868,2.417206,2.41154,1.641233,0.92637,0.253321,-0.042065,0.68144,0.199524,76.982262,5.04e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122631_5a1,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,TM2,Parent,1,NA
NA,G,14,C,2142,NA,321,12:26:48,2025-09-04,Manual gsw+F,LI-COR Default,NA,321,NA,NA,0.034306,2.921147,0.033907,0.926781,0.788621,0.767882,2.927896,2.139276,9.583369,9.842196,36.54092,0.441786,7.5,PSF-00177_20250904122648_761,0,0,0,101.690765,234.290573,0.565963,0.5,0.8,23.56538,1,22.25,21.66,26.83,23.62,23.62,80.13,156.6,156.7,-0,104,3.909,12:26:03,2025-09-04,0.09,NA,0.001,0.001,-0.001,-0.176,-2.503,44.191,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,169.818161,25,-40.924404,158.401611,175.277954,-16.876343,2.417873,2.412175,1.640626,0.930427,0.253523,-0.037591,0.682002,0.197028,101.690765,5.15e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122648_761,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(TM2 x WL2) x (TM2),F2,1,NA
NA,G,16,C,1979,NA,322,12:27:21,2025-09-04,Manual gsw+F,LI-COR Default,NA,322,NA,NA,0.006109,2.922814,0.006096,0.175555,0.789124,0.7852,3.041715,2.252591,9.798865,9.847829,37.95892,0.441786,7.5,PSF-00177_20250904122721_821,0,0,0,99.436996,265.891266,0.626024,0.5,0.8,32.321442,1,22.31,22.2,26.8,24.26,24.26,80.13,156.8,128.2,18.2,129,3.909,12:26:03,2025-09-04,0.09,NA,0,0.001,0.003,-0.004,0.106,0.233,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,265.704285,25,-0.121762,265.462524,265.715698,-0.253174,2.418738,2.412281,1.642387,0.860672,0.253905,-0.029791,0.683101,0.218521,99.436996,5.02e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122721_821,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,LV1 x WL2,F1,1,NA
NA,G,16,D,1863,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WL2,Parent,NA,NA
NA,G,18,C,2300,NA,323,12:27:49,2025-09-04,Manual gsw+F,LI-COR Default,NA,323,NA,NA,0.116886,2.921734,0.112389,3.093402,0.86537,0.79624,3.01754,2.15217,9.936354,10.799031,37.656174,0.441786,7.5,PSF-00177_20250904122749_206,0,0,0,45.127274,226.139221,0.800445,0.5,0.8,34.456654,1,24.52,22.56,26.76,24.13,24.13,80.13,156.7,18.4,88.3,108,3.908,12:26:03,2025-09-04,0.09,NA,0.004,0.003,0.015,2.466,1.196,-25.645,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,161.276581,25,-47.084999,144.777771,158.243073,-13.465302,2.419316,2.415748,1.641245,0.634307,0.254267,-0.030908,0.683795,0.20006,45.127274,5.23e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122749_206,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x WV) x (CC x WL2),F2,1,NA
NA,G,18,D,2553,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL2 x WV) x (CC x WL2),F2,NA,NA
NA,G,19,C,2464,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WV x WL2) x (WL2 x CC),F2,NA,NA
NA,G,19,D,2556,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WV x TM2) x (WL2 x TM2),F2,NA,NA
NA,G,20,D,2295,NA,324,12:28:12,2025-09-04,Manual gsw+F,LI-COR Default,NA,324,NA,NA,0.019041,2.921227,0.018918,0.515688,0.838786,0.827253,2.971198,2.132412,10.323536,10.467455,37.078453,0.441786,7.5,PSF-00177_20250904122812_14d,0,0,0,86.407898,234.844177,0.632063,0.5,0.8,28.812595,1,23.81,23.48,26.73,23.87,23.87,80.13,156.6,156.4,0.2,114,3.907,12:26:03,2025-09-04,0.09,NA,-0.001,-0.001,-0.008,-0.053,-0.06,-0.071,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,230.920319,25,-3.090594,228.543167,230.387573,-1.844406,2.42078,2.414644,1.64071,0.929527,0.254575,-0.03353,0.684509,0.205519,86.407898,5.05e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122812_14d,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x TM2) x (WV x WL2),F2,1,NA
NA,G,21,C,2233,NA,325,12:28:50,2025-09-04,Manual gsw+F,LI-COR Default,NA,325,NA,NA,0.014103,2.921538,0.014035,0.401584,0.860407,0.851431,3.096511,2.236104,10.625724,10.737741,38.643955,0.441786,7.5,PSF-00177_20250904122850_5e6,0,0,0,116.358162,273.2659,0.574194,0.5,0.8,16.074497,1,24.49,24.23,26.68,24.56,24.56,80.13,156.7,153.5,2.1,70,3.907,12:26:03,2025-09-04,0.09,NA,0,0,-0.004,0.151,0.081,0.458,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,265.728943,25,-7.939567,258.561005,261.817108,-3.256104,2.421969,2.415709,1.641037,0.922188,0.255033,-0.024992,0.685814,0.167682,116.358162,5.02e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122850_5e6,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x TM2) x (CC x TM2),F2,1,NA
NA,G,21,D,2336,NA,326,12:29:04,2025-09-04,Manual gsw+F,LI-COR Default,NA,326,NA,NA,0.056162,2.921668,0.055103,1.318888,0.900141,0.87068,2.774134,1.873993,10.865602,11.233268,34.619663,0.441786,7.5,PSF-00177_20250904122904_811,0,0,0,86.801651,262.576813,0.669424,0.5,0.8,16.126255,1,25.65,24.81,26.67,22.73,22.73,80.13,156.7,151.3,3.4,60,3.906,12:26:03,2025-09-04,0.09,NA,0,-0,0.012,0.304,0.4,-0.463,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,262.576813,25,1.713614,260.138153,265.047821,-4.909668,2.422869,2.417504,1.641175,0.916855,0.255203,-0.045863,0.686301,0.159282,86.801651,5.07e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122904_811,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WV x TM2) x (TM2 x WL2),F2,1,NA
NA,G,22,C,2439,NA,327,12:29:18,2025-09-04,Manual gsw+F,LI-COR Default,NA,327,NA,NA,0.001862,2.922074,0.001861,0.050213,0.879946,0.878825,2.989597,2.109651,10.967487,10.981484,37.309334,0.441786,7.5,PSF-00177_20250904122918_7db,0,0,0,110.748764,256.287994,0.567874,0.5,0.8,20.296711,1,25.09,25.06,26.65,23.97,23.97,80.13,156.7,152.3,2.8,89,3.906,12:26:03,2025-09-04,0.09,NA,-0.002,-0.001,-0.039,-0.929,0.047,50.642,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,246.840118,25,-6.612724,248.946548,246.752502,2.194046,2.423271,2.416653,1.641605,0.919404,0.255363,-0.031413,0.686687,0.184346,112.806198,5.02e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904122918_7db,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(CC x WL2) x (WL2),F2,1,NA
NA,G,24,C,2093,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(SQ3 x WL2) x (WL2),F2,NA,NA
NA,G,24,D,2327,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL2) x (WL2 x TM2),F2,NA,NA
NA,G,25,C,1891,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WL2,Parent,NA,NA
NA,G,26,D,2313,NA,328,12:30:01,2025-09-04,Manual gsw+F,LI-COR Default,NA,328,NA,NA,0.015052,2.921406,0.014975,0.416332,0.830119,0.820808,3.004709,2.17459,10.242625,10.358812,37.494888,0.441786,7.5,PSF-00177_20250904123001_053,0,0,0,84.502815,185.060257,0.543377,0.5,0.8,19.710152,1,23.73,23.47,26.61,24.05,24.05,80.14,156.7,130.3,16.8,91,3.905,12:26:03,2025-09-04,0.09,NA,0,0.002,0.001,-0.642,-1.351,-2.959,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,185.060257,25,-2.43344,175.075653,181.551254,-6.475601,2.420771,2.414538,1.640899,0.865629,0.255791,-0.029939,0.68754,0.18549,84.502815,5e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123001_053,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2) x (WL2 x BH),F2,1,NA
NA,G,28,D,2310,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL2) x (WL2 x BH),F2,NA,NA
NA,G,29,C,2074,NA,329,12:30:29,2025-09-04,Manual gsw+F,LI-COR Default,NA,329,NA,NA,0.009593,2.923623,0.009562,0.265081,0.878021,0.872107,3.045479,2.167457,10.881746,10.955549,38.000088,0.441786,7.5,PSF-00177_20250904123029_b3c,0,0,0,93.944908,236.49913,0.602769,0.5,0.8,21.842449,1,25.13,24.96,26.59,24.28,24.28,80.14,156.9,156.8,0.1,91,3.905,12:26:03,2025-09-04,0.09,NA,-0.001,0,-0.003,-0.177,-0.339,-0.312,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,227.8508,25,-6.462313,223.747009,227.180527,-3.433517,2.42313,2.416724,1.643245,0.930601,0.256015,-0.027069,0.688423,0.185411,93.944908,5.06e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123029_b3c,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(CC x WL2) x (WL2),F2,1,NA
NA,G,30,C,2635,NA,330,12:30:57,2025-09-04,Manual gsw+F,LI-COR Default,NA,330,NA,NA,0.063909,2.921948,0.062541,1.71073,0.854287,0.816054,2.993822,2.139535,10.182667,10.659736,37.356701,0.441786,7.5,PSF-00177_20250904123057_09a,0,0,0,109.695198,314.440948,0.651142,0.5,0.8,33.27544,1,24.47,23.38,26.58,23.99,23.99,80.14,156.7,147.6,5.8,128,3.905,12:26:03,2025-09-04,0.09,NA,-0.001,-0.002,0.003,-0.083,-0.107,33.944,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,301.36834700000003,25,-10.407028,294.166809,299.434113,-5.267303,2.420638,2.4157,1.641471,0.907586,0.256145,-0.030225,0.689504,0.217389,109.695198,5e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123057_09a,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,TM2,Parent,1,NA
NA,G,31,D,1765,NA,331,12:31:13,2025-09-04,Manual gsw+F,LI-COR Default,NA,331,NA,NA,0.046524,2.921936,0.045795,1.165724,0.880505,0.854461,2.872719,1.992215,10.662066,10.987045,35.846149,0.441786,7.5,PSF-00177_20250904123113_718,0,0,0,90.487358,297.841187,0.696189,0.5,0.8,40.702477,1,25.24,24.49,26.56,23.31,23.31,80.14,156.7,134.4,14.3,146,3.848,12:26:03,2025-09-04,0.09,NA,-0,-0.002,0.007,0.229,0.173,0.833,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,284.242981,25,-9.982654,279.472961,283.446289,-3.973328,2.422397,2.416893,1.641458,0.875304,0.256258,-0.03801,0.690029,0.233223,90.487358,4.99e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123113_718,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,TM2,Parent,1,NA
NA,G,32,C,1815,NA,332,12:31:27,2025-09-04,Manual gsw+F,LI-COR Default,NA,332,NA,NA,0.014162,2.921402,0.014094,0.394342,0.84632,0.837502,3.034317,2.187997,10.450491,10.560519,37.862698,0.441786,7.5,PSF-00177_20250904123127_543,0,0,0,80.232742,203.714844,0.606152,0.5,0.8,20.565331,1,24.27,24.02,26.56,24.22,24.22,80.14,156.7,140.4,10.4,85,3.904,12:26:03,2025-09-04,0.09,NA,-0,-0.001,-0.012,0.209,0.322,39.601,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,201.746109,25,-1.226568,201.039078,201.946136,-0.907059,2.421654,2.415391,1.640894,0.889833,0.256345,-0.027394,0.690552,0.180444,80.232742,4.95e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123127_543,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,WL1,Parent,1,NA
NA,G,32,D,1872,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WL2,Parent,NA,NA
NA,G,33,C,2421,NA,333,12:31:52,2025-09-04,Manual gsw+F,LI-COR Default,NA,333,NA,NA,0.093587,2.922017,0.090682,2.709822,0.91622,0.855713,3.248681,2.332461,10.678191,11.433243,40.539345,0.441786,7.5,PSF-00177_20250904123152_cd8,0,0,0,91.804863,291.428284,0.684983,0.5,0.8,23.386349,1,26.28,24.55,26.55,25.36,25.36,80.14,156.7,1.5,99.1,85,3.904,12:26:03,2025-09-04,0.09,NA,-0.006,-0.006,0.018,0.012,-0.003,0.094,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,284.906738,25,-4.69319,282.079346,284.660736,-2.58139,2.422482,2.418502,1.641544,0.604082,0.256378,-0.013992,0.691529,0.180904,91.804863,5.07e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123152_cd8,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,WL1 x WL2,F1,1,NA
NA,G,34,C,238,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL2 x BH) x (WL2 x TM2),F2,NA,NA
NA,G,34,D,2275,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL2 x TM2) x (TM2),F2,NA,NA
NA,G,35,C,1394,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WV) x (WV x WL2),F2,NA,NA
NA,G,35,D,2301,NA,334,12:32:24,2025-09-04,Manual gsw+F,LI-COR Default,NA,334,NA,NA,0.004867,2.921299,0.004859,0.180465,0.834941,0.830905,3.726446,2.891505,10.369108,10.419472,46.503403,0.441786,7.5,PSF-00177_20250904123224_573,0,0,0,52.368523,53.595333,0.02289,0.5,0.8,8.960978,1,23.89,23.77,26.6,27.69,27.69,80.13,156.7,156.5,0.1,979,3.903,12:26:03,2025-09-04,0.09,NA,0.001,0.002,0,-0.099,-0.745,-2.57,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,52.525162,25,-0.722959,52.15752,52.552834,-0.395313,2.421253,2.41478,1.640785,0.929977,0.255905,0.01319,0.693369,0.949536,52.368523,4.92e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904123224_573,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x WV) x (CC x WL2),F2,1,NA
NA,G,36,C,1240,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LV1 x TM2,F1,NA,NA
